Timestamp,LeftX,LeftY,LeftVelX,LeftVelY,RightX,RightY,RightVelX,RightVelY,LeftPupilRadius,RightPupilRadius,LeftRadialVel,LeftRadialAcc,LeftRadialJerk,RightRadialVel,RightRadialAcc,RightRadialJerk,
10432,,,,,,,,,,,,,,,,,
10434,,,,,,,,,,,,,,,,,
10436,,,,,,,,,,,,,,,,,
10438,,,,,,,,,,,,,,,,,
10440,,,,,,,,,,,,,,,,,
10442,,,,,,,,,,,,,,,,,
10444,,,,,,,,,,,,,,,,,
10446,,,,,,,,,,,,,,,,,
10448,,,,,,,,,,,,,,,,,
10450,,,,,,,,,,,,,,,,,
10452,,,,,,,,,,,,,,,,,
10454,,,,,,,,,,,,,,,,,
10456,,,,,,,,,,,,,,,,,
10458,,,,,,,,,,,,,,,,,
10460,,,,,,,,,,,,,,,,,
10462,,,,,,,,,,,,,,,,,
10464,,,,,,,,,,,,,,,,,
10466,,,,,,,,,,,,,,,,,
10468,,,,,,,,,,,,,,,,,
10470,,,,,,,,,,,,,,,,,
10472,,,,,,,,,,,,,,,,,
10474,,,,,,,,,,,,,,,,,
10476,,,,,,,,,,,,,,,,,
10478,,,,,,,,,,,,,,,,,
10480,,,,,,,,,,,,,,,,,
10482,,,,,,,,,,,,,,,,,
10484,,,,,,,,,,,,,,,,,
10486,,,,,,,,,,,,,,,,,
10488,,,,,,,,,,,,,,,,,
10490,,,,,,,,,,,,,,,,,
10492,,,,,,,,,,,,,,,,,
10494,,,,,,,,,,,,,,,,,
10496,,,,,,,,,,,,,,,,,
10498,,,,,,,,,,,,,,,,,
10500,,,,,,,,,,,,,,,,,
10502,,,,,,,,,,,,,,,,,
10504,,,,,,,,,,,,,,,,,
10506,,,,,,,,,,,,,,,,,
10508,,,,,,,,,,,,,,,,,
10510,,,,,,,,,,,,,,,,,
10512,,,,,,,,,,,,,,,,,
10514,,,,,,,,,,,,,,,,,
10516,,,,,,,,,,,,,,,,,
10518,,,,,,,,,,,,,,,,,
10520,,,,,,,,,,,,,,,,,
10522,,,,,,,,,,,,,,,,,
10524,,,,,,,,,,,,,,,,,
10526,,,,,,,,,,,,,,,,,
10528,,,,,,,,,,,,,,,,,
10530,,,,,,,,,,,,,,,,,
10532,,,,,,,,,,,,,,,,,
10534,,,,,,,,,,,,,,,,,
10536,,,,,,,,,,,,,,,,,
10538,,,,,,,,,,,,,,,,,
10540,,,,,,,,,,,,,,,,,
10542,,,,,,,,,,,,,,,,,
10544,,,,,,,,,,,,,,,,,
10546,,,,,,,,,,,,,,,,,
10548,,,,,,,,,,,,,,,,,
10550,,,,,,,,,,,,,,,,,
10552,,,,,,,,,,,,,,,,,
10554,,,,,,,,,,,,,,,,,
10556,,,,,,,,,,,,,,,,,
10558,,,,,,,,,,,,,,,,,
10560,,,,,,,,,,,,,,,,,
10562,,,,,,,,,,,,,,,,,
10564,,,,,,,,,,,,,,,,,
10566,,,,,,,,,,,,,,,,,
10568,,,,,,,,,,,,,,,,,
10570,,,,,,,,,,,,,,,,,
10572,,,,,,,,,,,,,,,,,
10574,,,,,,,,,,,,,,,,,
10576,,,,,,,,,,,,,,,,,
10578,,,,,,,,,,,,,,,,,
10580,,,,,,,,,,,,,,,,,
10582,,,,,,,,,,,,,,,,,
10584,,,,,,,,,,,,,,,,,
10586,,,,,,,,,,,,,,,,,
10588,,,,,,,,,,,,,,,,,
10590,,,,,,,,,,,,,,,,,
10592,,,,,,,,,,,,,,,,,
10594,,,,,,,,,,,,,,,,,
10596,,,,,,,,,,,,,,,,,
10598,,,,,,,,,,,,,,,,,
10600,,,,,,,,,,,,,,,,,
10602,,,,,,,,,,,,,,,,,
10604,,,,,,,,,,,,,,,,,
10606,,,,,,,,,,,,,,,,,
10608,,,,,,,,,,,,,,,,,
10610,,,,,,,,,,,,,,,,,
10612,,,,,,,,,,,,,,,,,
10614,,,,,,,,,,,,,,,,,
10616,,,,,,,,,,,,,,,,,
10618,,,,,,,,,,,,,,,,,
10620,,,,,,,,,,,,,,,,,
10622,,,,,,,,,,,,,,,,,
10624,,,,,,,,,,,,,,,,,
10626,,,,,,,,,,,,,,,,,
10628,,,,,,,,,,,,,,,,,
10630,,,,,,,,,,,,,,,,,
10632,,,,,,,,,,,,,,,,,
10634,,,,,,,,,,,,,,,,,
10636,,,,,,,,,,,,,,,,,
10638,,,,,,,,,,,,,,,,,
10640,,,,,,,,,,,,,,,,,
10642,,,,,,,,,,,,,,,,,
10644,,,,,,,,,,,,,,,,,
10646,,,,,,,,,,,,,,,,,
10648,,,,,,,,,,,,,,,,,
10650,,,,,,,,,,,,,,,,,
10652,,,,,,,,,,,,,,,,,
10654,,,,,,,,,,,,,,,,,
10656,,,,,,,,,,,,,,,,,
10658,,,,,,,,,,,,,,,,,
10660,,,,,,,,,,,,,,,,,
10662,,,,,,,,,,,,,,,,,
10664,,,,,,,,,,,,,,,,,
10666,,,,,,,,,,,,,,,,,
10668,,,,,,,,,,,,,,,,,
10670,,,,,,,,,,,,,,,,,
10672,,,,,,,,,,,,,,,,,
10674,,,,,,,,,,,,,,,,,
10676,,,,,,,,,,,,,,,,,
10678,,,,,,,,,,,,,,,,,
10680,,,,,,,,,,,,,,,,,
10682,,,,,,,,,,,,,,,,,
10684,,,,,,,,,,,,,,,,,
10686,,,,,,,,,,,,,,,,,
10688,,,,,,,,,,,,,,,,,
10690,,,,,,,,,,,,,,,,,
10692,,,,,,,,,,,,,,,,,
10694,,,,,,,,,,,,,,,,,
10696,,,,,,,,,,,,,,,,,
10698,,,,,,,,,,,,,,,,,
10700,,,,,,,,,,,,,,,,,
10702,,,,,,,,,,,,,,,,,
10704,,,,,,,,,,,,,,,,,
10706,,,,,,,,,,,,,,,,,
10708,,,,,,,,,,,,,,,,,
10710,,,,,,,,,,,,,,,,,
10712,,,,,,,,,,,,,,,,,
10714,,,,,,,,,,,,,,,,,
10716,,,,,,,,,,,,,,,,,
10718,,,,,,,,,,,,,,,,,
10720,,,,,,,,,,,,,,,,,
10722,,,,,,,,,,,,,,,,,
10724,,,,,,,,,,,,,,,,,
10726,,,,,,,,,,,,,,,,,
10728,,,,,,,,,,,,,,,,,
10730,,,,,,,,,,,,,,,,,
10732,,,,,,,,,,,,,,,,,
10734,,,,,,,,,,,,,,,,,
10736,,,,,,,,,,,,,,,,,
10738,,,,,,,,,,,,,,,,,
10740,,,,,,,,,,,,,,,,,
10742,,,,,,,,,,,,,,,,,
10744,,,,,,,,,,,,,,,,,
10746,,,,,,,,,,,,,,,,,
10748,,,,,,,,,,,,,,,,,
10750,,,,,,,,,,,,,,,,,
10752,,,,,,,,,,,,,,,,,
10754,,,,,,,,,,,,,,,,,
10756,,,,,,,,,,,,,,,,,
10758,,,,,,,,,,,,,,,,,
10760,,,,,,,,,,,,,,,,,
10762,,,,,,,,,,,,,,,,,
10764,,,,,,,,,,,,,,,,,
10766,,,,,,,,,,,,,,,,,
10768,,,,,,,,,,,,,,,,,
10770,,,,,,,,,,,,,,,,,
10772,,,,,,,,,,,,,,,,,
10774,,,,,,,,,,,,,,,,,
10776,,,,,,,,,,,,,,,,,
10778,,,,,,,,,,,,,,,,,
10780,,,,,,,,,,,,,,,,,
10782,,,,,,,,,,,,,,,,,
10784,,,,,,,,,,,,,,,,,
10786,,,,,,,,,,,,,,,,,
10788,,,,,,,,,,,,,,,,,
10790,,,,,,,,,,,,,,,,,
10792,,,,,,,,,,,,,,,,,
10794,,,,,,,,,,,,,,,,,
10796,,,,,,,,,,,,,,,,,
10798,,,,,,,,,,,,,,,,,
10800,,,,,,,,,,,,,,,,,
10802,,,,,,,,,,,,,,,,,
10804,,,,,,,,,,,,,,,,,
10806,,,,,,,,,,,,,,,,,
10808,,,,,,,,,,,,,,,,,
10810,,,,,,,,,,,,,,,,,
10812,,,,,,,,,,,,,,,,,
10814,,,,,,,,,,,,,,,,,
10816,,,,,,,,,,,,,,,,,
10818,,,,,,,,,,,,,,,,,
10820,-1.54875,0.122774,0.723062,-1.96724,-1.43181,-0.282469,0.373535,-0.293958,1.26082,1.23659,,,,,,,
10822,-1.54439,0.0932139,0.499953,-1.96724,-1.43098,-0.285321,0.0500527,-0.147151,1.26119,1.23697,0.0298798,,,0.00296953,,,
10824,-1.54265,0.0932139,0.165357,0.0102086,-1.43098,-0.285321,-0.0578406,-0.000522829,1.26119,1.23736,0.00174434,-0.0281354,,0,-0.00296953,,
10826,-1.54526,0.0985872,-0.392213,0.369665,-1.43181,-0.288173,-0.165734,-0.147151,1.26229,1.2389,0.00597696,0.00423262,0.0323681,0.00296953,0.00296953,0.00593907,
10828,-1.54788,0.10665,-0.392077,0.549613,-1.43263,-0.288173,-0.165668,-0.000522829,1.26265,1.24005,0.00847713,0.00250017,-0.00173244,0.000826313,-0.00214322,-0.00511276,
10830,-1.54526,0.109337,0.276843,0.189937,-1.43015,-0.296733,0.265708,-0.440585,1.26265,1.24121,0.00375022,-0.0047269,-0.00722708,0.00891167,0.00808535,0.0102286,
10832,-1.53829,0.0985872,0.834549,-0.708924,-1.42685,-0.305289,0.373601,-0.440406,1.26265,1.24044,0.0128169,0.00906668,0.0137936,0.00917289,0.000261223,-0.00782413,
10834,-1.53218,0.0851507,0.722926,-0.888652,-1.42437,-0.310997,0.265708,-0.293958,1.26302,1.23967,0.0147589,0.00194204,-0.00712463,0.00622297,-0.00294992,-0.00321114,
10836,-1.53043,0.0690275,0.165493,-1.06838,-1.42354,-0.305289,0.0499869,0.292912,1.26302,1.23967,0.0162174,0.00145843,-0.000483615,0.0057672,-0.000455777,0.00249414,
10838,-1.52782,0.0582777,0.276843,-0.708924,-1.42272,-0.302437,0.0500527,0.146105,1.26265,1.24044,0.0110637,-0.00515365,-0.00661207,0.00296953,-0.00279766,-0.00234189,
10840,-1.52433,0.0475278,0.388466,-0.708924,-1.42272,-0.310997,-0.0578406,-0.440585,1.26192,1.24159,0.0113021,0.000238407,0.00539206,0.0085598,0.00559027,0.00838793,
10842,-1.52346,0.0502177,0.0538698,0.190156,-1.42024,-0.319553,0.265708,-0.440406,1.26119,1.24159,0.00282779,-0.00847434,-0.00871274,0.00890832,0.000348522,-0.00524174,
10844,-1.52607,0.0663409,-0.392077,1.0888,-1.41693,-0.319553,0.373535,-0.000522829,1.26156,1.24159,0.0163341,0.0135063,0.0219806,0.00330575,-0.00560257,-0.00595109,
10846,-1.52869,0.082464,-0.392213,1.0888,-1.4128,-0.313849,0.481428,0.292733,1.26375,1.24236,0.0163343,1.7062e-07,-0.0135061,0.00704388,0.00373812,0.00934069,
10848,-1.52694,0.0851507,0.165493,0.189937,-1.41114,-0.308145,0.15788,0.292733,1.26558,1.24274,0.00320383,-0.0131304,-0.0131306,0.00593893,-0.00110495,-0.00484307,
10850,-1.52433,0.0770907,0.276843,-0.528976,-1.40866,-0.305289,0.265708,0.146284,1.26594,1.24274,0.00847401,0.00527018,0.0184006,0.0037818,-0.00215713,-0.00105218,
10852,-1.51909,0.0717142,0.61144,-0.349467,-1.40701,-0.302437,0.15788,0.146105,1.26485,1.24236,0.00750354,-0.000970465,-0.00624065,0.00329657,-0.000485235,0.00167189,
10854,-1.51386,0.0690275,0.611576,-0.16952,-1.40619,-0.299585,0.0500527,0.146105,1.26558,1.24121,0.00588428,-0.00161926,-0.000648793,0.00296953,-0.000327031,0.000158204,
10856,-1.5095,0.0744008,0.499953,0.369665,-1.40619,-0.288173,-0.0578406,0.586168,1.26703,1.24044,0.00692088,0.00103659,0.00265585,0.0114119,0.00844237,0.0087694,
10858,-1.50688,0.0770907,0.276843,0.190156,-1.40619,-0.279617,-0.0578406,0.439361,1.26849,1.24082,0.00375258,-0.0031683,-0.0042049,0.00855632,-0.00285559,-0.011298,
10860,-1.50513,0.0717142,0.165493,-0.349467,-1.40701,-0.273909,-0.165734,0.292912,1.26849,1.24197,0.00565279,0.00190021,0.00506852,0.00576727,-0.00278905,6.65403e-05,
10862,-1.50252,0.0609643,0.276843,-0.708924,-1.40784,-0.276761,-0.165668,-0.147151,1.26849,1.24312,0.0110637,0.00541093,0.00351072,0.00296939,-0.00279788,-8.82773e-06,
10864,-1.50077,0.0475278,0.165493,-0.888652,-1.40866,-0.282469,-0.165734,-0.293958,1.26849,1.24312,0.0135494,0.00248569,-0.00292524,0.00576727,0.00279788,0.00559575,
10866,-1.49903,0.0448411,0.165357,-0.16952,-1.40866,-0.288173,-0.0578406,-0.293779,1.26886,1.24312,0.00320325,-0.0103462,-0.0128319,0.00570421,-6.30579e-05,-0.00286093,
10868,-1.50165,0.0421545,-0.392213,-0.16952,-1.40866,-0.276761,-0.0578406,0.586168,1.26995,1.24389,0.00375097,0.000547721,0.0108939,0.0114119,0.00570769,0.00577075,
10870,-1.50426,0.0394678,-0.392077,-0.16952,-1.40784,-0.262497,0.0500527,0.732796,1.27104,1.24466,0.00375022,-7.43065e-07,-0.000548464,0.014288,0.00287605,-0.00283165,
10872,-1.50426,0.0367812,-0.057617,-0.16952,-1.40619,-0.253941,0.15788,0.439361,1.27176,1.24542,0.00268665,-0.00106358,-0.00106283,0.00871455,-0.0055734,-0.00844945,
10874,-1.50252,0.0340913,0.165357,-0.169739,-1.40536,-0.262497,0.0499869,-0.440406,1.27249,1.24581,0.003206,0.000519351,0.00158293,0.00859613,-0.000118427,0.00545498,
10876,-1.50077,0.0314046,0.165493,-0.16952,-1.40619,-0.265353,-0.165668,-0.14733,1.27285,1.24466,0.00320383,-2.17183e-06,-0.000521523,0.00297274,-0.00562339,-0.00550496,
10878,-1.49816,0.0260313,0.276843,-0.349248,-1.40619,-0.259645,-0.0578406,0.292912,1.27322,1.24351,0.00597649,0.00277266,0.00277483,0.00570769,0.00273496,0.00835834,
10880,-1.49467,0.0233447,0.388466,-0.16952,-1.40701,-0.253941,-0.165734,0.292733,1.27358,1.24236,0.00440413,-0.00157236,-0.00434502,0.00576382,5.6129e-05,-0.00267883,
10882,-1.49205,0.0125948,0.276979,-0.708924,-1.40619,-0.265353,0.0500527,-0.587213,1.27322,1.24274,0.011064,0.00665984,0.0082322,0.0114418,0.005678,0.00562187,
10884,-1.48943,0.00721822,0.276843,-0.349467,-1.40371,-0.276761,0.265708,-0.587034,1.27358,1.24274,0.00597944,-0.00508453,-0.0117444,0.0116747,0.00023293,-0.00544507,
10886,-1.48681,0.0206547,0.276979,0.909069,-1.39957,-0.279617,0.481428,-0.14733,1.27394,1.24312,0.0136891,0.00770967,0.0127942,0.0050232,-0.00665155,-0.00688448,
